timestamp,ambient_percent,uv_percent,temp_c,flow_l_min
2025-11-29T14:10:11,5.47,0.68,23.67,0.0
2025-11-29T14:10:11,13.2,0.59,23.67,0.0
2025-11-29T14:10:13,6.16,0.59,23.77,0.0
2025-11-29T14:10:15,11.44,0.59,23.77,0.0
2025-11-29T14:10:17,9.38,0.59,23.77,0.0
2025-11-29T14:10:19,6.35,0.59,24.18,0.0
2025-11-29T14:10:22,13.29,0.59,24.28,0.0
2025-11-29T14:10:24,7.14,0.49,24.18,0.0
2025-11-29T14:10:26,8.21,0.59,24.28,0.0
2025-11-29T14:10:28,12.22,0.59,24.48,0.0
2025-11-29T14:10:30,8.6,0.59,24.38,0.0
2025-11-29T14:10:33,11.44,0.59,24.38,0.0
2025-11-29T14:10:35,5.47,0.49,24.69,0.0
2025-11-29T14:10:37,12.9,0.59,24.79,0.0
2025-11-29T14:10:39,5.28,0.59,24.99,0.0
2025-11-29T14:10:42,12.32,0.59,24.99,0.0
2025-11-29T14:10:44,6.26,0.59,24.89,0.0
2025-11-29T14:10:46,11.14,0.59,24.79,0.0
2025-11-29T14:10:48,9.19,0.59,24.79,0.0
2025-11-29T14:10:51,8.9,0.59,24.89,0.0
2025-11-29T14:10:53,11.63,0.59,24.59,0.0
2025-11-29T14:10:55,6.74,0.59,24.59,0.0
2025-11-29T14:10:57,12.81,0.59,24.48,0.0
2025-11-29T14:10:59,7.82,0.59,24.48,0.0
2025-11-29T14:11:02,12.12,0.59,24.48,0.0
2025-11-29T14:11:04,6.55,0.59,24.59,0.0
2025-11-29T14:11:06,13.1,0.59,24.69,0.0
2025-11-29T14:11:08,6.65,0.59,24.79,0.0
2025-11-29T14:11:10,9.87,0.59,24.89,0.0
2025-11-29T14:11:13,9.58,0.59,24.99,0.0
2025-11-29T14:11:15,9.97,0.59,25.09,0.0
2025-11-29T14:11:17,9.09,0.59,25.09,0.0
2025-11-29T14:11:19,12.22,0.68,25.09,0.0
2025-11-29T14:11:22,5.57,0.59,24.99,0.0
2025-11-29T14:11:24,13.1,0.59,24.99,0.0
2025-11-29T14:11:26,5.87,0.49,25.09,0.0
2025-11-29T14:11:28,11.34,0.68,24.99,0.0
2025-11-29T14:11:30,9.87,0.49,24.89,0.0
2025-11-29T14:11:33,7.04,0.49,24.79,0.0
2025-11-29T14:11:35,13.49,0.59,24.69,0.0
2025-11-29T14:11:37,6.16,0.68,24.59,0.0
2025-11-29T14:11:39,11.73,0.59,24.59,0.0
2025-11-29T14:11:42,10.56,0.59,24.59,0.0
2025-11-29T14:11:44,5.67,0.59,24.38,0.0
2025-11-29T14:11:46,12.9,0.59,24.28,0.0
2025-11-29T14:11:48,8.6,0.59,24.48,0.0
2025-11-29T14:11:50,7.04,0.39,24.28,0.0
2025-11-29T14:11:53,13.39,0.68,24.38,0.0
2025-11-29T14:11:55,5.57,0.59,24.18,0.0
2025-11-29T14:11:57,11.14,0.49,24.28,0.0
2025-11-29T14:11:59,10.56,0.59,24.28,0.0
2025-11-29T14:12:02,6.55,0.59,24.28,0.0
2025-11-29T14:12:04,13.39,0.59,24.38,0.0
2025-11-29T14:12:06,7.04,0.49,24.28,0.0
2025-11-29T14:12:08,9.38,0.59,24.18,0.0
2025-11-29T14:12:10,13.1,0.59,24.18,0.0
2025-11-29T14:12:13,5.87,0.68,24.28,0.0
2025-11-29T14:12:15,10.26,0.68,24.48,0.0
2025-11-29T14:12:17,12.32,0.49,24.48,0.0
2025-11-29T14:12:19,5.47,0.59,24.59,0.0
2025-11-29T14:12:22,11.83,0.59,24.38,0.0
2025-11-29T14:12:24,9.87,0.59,24.28,0.0
2025-11-29T14:12:26,6.06,0.59,24.48,0.0
2025-11-29T14:12:28,13.0,0.59,24.48,0.0
2025-11-29T14:12:30,8.21,0.59,24.38,0.0
2025-11-29T14:12:33,7.04,0.59,24.38,0.0
2025-11-29T14:12:35,13.29,0.49,24.48,0.0
2025-11-29T14:12:37,7.33,0.59,24.69,0.0
2025-11-29T14:12:39,7.72,0.59,24.79,0.0
2025-11-29T14:12:42,13.39,0.59,24.79,0.0
2025-11-29T14:12:44,6.16,0.68,24.79,0.0
2025-11-29T14:12:46,11.44,0.59,24.69,0.0
2025-11-29T14:12:48,9.68,0.59,24.69,0.0
2025-11-29T14:12:50,7.53,0.59,24.79,0.0
2025-11-29T14:12:53,13.29,0.59,24.69,0.0
2025-11-29T14:12:55,5.38,0.59,24.79,0.0
2025-11-29T14:12:57,12.51,0.59,24.89,0.0
2025-11-29T14:12:59,7.62,0.49,24.69,0.0
2025-11-29T14:13:01,10.85,0.59,24.79,0.0
2025-11-29T14:13:04,10.07,0.59,24.79,0.0
2025-11-29T14:13:06,7.62,0.59,24.69,0.0
2025-11-29T14:13:08,13.1,0.59,24.69,0.0
2025-11-29T14:13:10,5.57,0.49,24.59,0.0
2025-11-29T14:13:13,13.0,0.49,24.59,0.0
2025-11-29T14:13:15,7.92,0.59,24.38,0.0
2025-11-29T14:13:17,9.87,0.59,24.28,0.0
2025-11-29T14:13:19,12.61,0.49,24.38,0.0
2025-11-29T14:13:21,5.57,0.59,24.48,0.0
2025-11-29T14:13:24,10.07,0.49,24.48,0.0
2025-11-29T14:13:26,13.29,0.59,24.38,0.0
2025-11-29T14:13:28,5.67,0.59,24.28,0.0
2025-11-29T14:13:30,9.38,0.59,24.28,0.0
2025-11-29T14:13:33,12.41,0.59,24.38,0.0
2025-11-29T14:13:35,5.28,0.59,24.38,0.0
2025-11-29T14:13:37,10.46,0.49,24.28,0.0
2025-11-29T14:13:39,12.81,0.68,24.48,0.0
2025-11-29T14:13:41,5.57,0.49,24.08,0.0
2025-11-29T14:13:44,12.71,0.59,24.28,0.0
2025-11-29T14:13:46,5.38,0.59,24.28,0.0
2025-11-29T14:13:48,4.69,0.59,25.6,0.0
2025-11-29T14:13:50,10.85,0.59,31.41,0.0
2025-11-29T14:13:53,6.26,0.59,33.45,0.0
2025-11-29T14:13:55,11.83,0.68,32.29,0.0
2025-11-29T14:13:57,8.7,0.59,30.83,0.0
2025-11-29T14:13:59,8.99,0.59,29.46,0.0
2025-11-29T14:14:01,13.2,0.59,29.27,0.0
2025-11-29T14:14:04,5.77,0.59,28.87,0.0
2025-11-29T14:14:06,10.75,0.59,28.58,0.0
2025-11-29T14:14:08,9.58,0.59,29.95,0.0
2025-11-29T14:14:10,7.04,0.59,26.6,0.0
2025-11-29T14:14:12,13.49,0.59,26.7,0.0
2025-11-29T14:14:15,6.35,0.59,26.8,0.0
2025-11-29T14:14:17,9.29,0.49,27.39,0.0
2025-11-29T14:14:19,13.0,0.59,29.07,0.0
2025-11-29T14:14:21,5.57,0.59,32.29,0.0
2025-11-29T14:14:24,10.56,0.49,34.32,0.0
2025-11-29T14:14:26,11.73,0.59,37.31,0.0
2025-11-29T14:14:28,5.38,0.59,26.1,0.0
2025-11-29T14:14:30,13.69,0.59,26.2,0.0
2025-11-29T14:14:32,6.45,0.59,26.2,0.0
2025-11-29T14:14:35,11.83,0.49,26.2,0.0
2025-11-29T14:14:37,10.26,0.59,26.4,0.0
2025-11-29T14:14:39,6.45,0.59,26.6,0.0
2025-11-29T14:14:41,12.81,0.59,26.7,0.0
2025-11-29T14:14:44,5.28,0.49,27.0,0.0
2025-11-29T14:14:46,12.61,0.49,27.2,0.0
2025-11-29T14:14:48,8.41,0.59,27.49,0.0
2025-11-29T14:14:50,7.72,0.59,27.99,0.0
2025-11-29T14:14:52,13.29,0.59,28.09,0.0
2025-11-29T14:14:55,5.67,0.59,28.38,0.0
2025-11-29T14:14:57,10.75,0.59,29.17,0.0
2025-11-29T14:14:59,11.24,0.59,29.95,0.0
2025-11-29T14:15:01,5.77,0.49,32.67,0.0
2025-11-29T14:15:04,12.81,0.59,24.99,0.0
2025-11-29T14:15:06,7.82,0.49,25.09,0.0
2025-11-29T14:15:08,8.11,0.59,25.4,0.0
2025-11-29T14:15:10,12.9,0.59,25.29,0.0
2025-11-29T14:15:12,5.08,0.59,25.19,0.0
