timestamp,ambient_percent,uv_percent,temp_c,flow_l_min
2025-12-14T12:29:15,4.89,0.29,18.05,0.0
2025-12-14T12:29:15,4.69,0.39,17.94,0.0
2025-12-14T12:29:15,4.89,0.39,17.94,0.0
2025-12-14T12:29:17,4.5,0.49,17.94,0.0
2025-12-14T12:29:19,4.89,0.29,18.05,0.0
2025-12-14T12:29:22,4.5,0.2,17.94,0.0
2025-12-14T12:29:24,4.99,0.2,17.71,0.0
2025-12-14T12:29:26,4.69,0.29,17.82,0.0
2025-12-14T12:29:28,4.69,0.39,17.82,0.0
2025-12-14T12:29:31,4.89,0.29,17.94,0.0
2025-12-14T12:29:33,4.4,0.1,17.94,0.0
2025-12-14T12:29:35,4.79,0.29,18.05,0.0
2025-12-14T12:29:37,4.79,0.2,17.94,0.0
2025-12-14T12:29:39,4.99,0.2,17.94,0.0
2025-12-14T12:29:42,4.69,0.2,17.94,0.0
2025-12-14T12:29:44,4.69,1.08,17.94,0.0
2025-12-14T12:29:46,4.69,0.29,18.05,0.0
2025-12-14T12:29:48,4.5,0.2,18.16,0.0
2025-12-14T12:29:50,4.79,0.29,18.05,0.0
2025-12-14T12:29:53,4.89,0.39,18.16,0.0
2025-12-14T12:29:55,4.4,0.29,18.05,0.0
2025-12-14T12:29:57,4.79,0.29,18.05,0.0
2025-12-14T12:29:59,4.69,0.29,17.94,0.0
2025-12-14T12:30:02,5.28,0.2,17.94,0.0
2025-12-14T12:30:04,4.5,0.49,17.82,0.0
2025-12-14T12:30:06,4.99,0.29,17.94,0.0
2025-12-14T12:30:08,4.69,0.29,17.94,0.0
2025-12-14T12:30:11,4.89,0.2,17.94,0.0
2025-12-14T12:30:13,4.99,0.2,18.05,0.0
2025-12-14T12:30:15,4.79,0.29,17.94,0.0
2025-12-14T12:30:17,4.99,0.1,17.82,0.0
2025-12-14T12:30:19,4.89,0.2,18.05,0.0
2025-12-14T12:30:22,4.69,0.29,17.94,0.0
2025-12-14T12:30:24,5.08,0.39,17.94,0.0
2025-12-14T12:30:26,4.79,0.29,17.94,0.0
2025-12-14T12:30:28,4.89,0.29,17.94,0.0
2025-12-14T12:30:31,4.89,0.29,17.82,0.0
2025-12-14T12:30:33,4.69,0.39,17.71,0.0
2025-12-14T12:30:35,5.08,0.2,17.38,0.0
2025-12-14T12:30:37,4.89,0.39,18.05,0.0
2025-12-14T12:30:39,5.08,0.39,18.81,0.0
2025-12-14T12:30:42,4.89,0.2,17.82,0.0
2025-12-14T12:30:44,4.89,0.49,17.94,0.0
2025-12-14T12:30:46,4.99,0.29,17.49,0.0
2025-12-14T12:30:48,4.69,0.29,18.05,0.0
2025-12-14T12:30:50,5.18,0.39,17.82,0.0
2025-12-14T12:30:53,4.69,0.29,18.16,0.0
2025-12-14T12:30:55,5.08,0.2,18.05,0.0
2025-12-14T12:30:57,4.79,0.29,18.05,0.0
2025-12-14T12:30:59,5.08,0.29,17.82,0.0
2025-12-14T12:31:02,4.89,0.2,18.16,0.0
2025-12-14T12:31:04,4.59,0.39,17.94,0.0
2025-12-14T12:31:06,3.71,0.29,18.27,0.0
2025-12-14T12:31:08,3.52,0.29,17.82,0.0
2025-12-14T12:31:10,3.91,0.39,17.82,0.0
2025-12-14T12:31:13,4.11,0.1,17.82,0.0
2025-12-14T12:31:15,4.69,0.39,17.94,0.0
2025-12-14T12:31:17,4.59,0.29,18.16,0.0
2025-12-14T12:31:19,4.89,0.29,17.94,0.0
2025-12-14T12:31:22,4.79,0.39,17.94,0.0
2025-12-14T12:31:24,4.01,0.29,17.94,0.0
2025-12-14T12:31:26,4.79,0.2,17.94,0.0
2025-12-14T12:31:28,4.59,0.29,18.05,0.0
